kode_politikus;politikus;kode_Kerabat;kerabat_politikus;tipe_kerabat
Q136376383;Evac Syafruddin Mintaredja;Q18421350;Mohammad Syafa'at Mintaredja;PARENT
Q16176436;Evita Nursanty;Q124256195;Zoraidah;PARENT
Q16176436;Evita Nursanty;Q124303575;Mohammad Ridwan Hippy;PARENT
Q5429207;Fadel Muhammad;Q72845646;Hana Hasanah Shahab;SPOUSE
Q16176554;Fadia A. Rafiq;Q3608937;A. Rafiq;PARENT
Q61119100;Fadly Amran;Q128678651;Maizarnis;PARENT
Q61119100;Fadly Amran;Q123056905;Amran Sutan Sidi Sulaiman;PARENT
Q12482713;Fahira Fahmi Idris;Q16176665;Fahrina Fahmi Idris;SIBLING
Q12482713;Fahira Fahmi Idris;Q106591334;Kartini Fahmi Idris;PARENT
Q12482713;Fahira Fahmi Idris;Q5429568;Fahmi Idris;PARENT
Q25466063;Faldo Maldini;Q130345431;Davrina Rianda Davron;SPOUSE
Q16176817;Farid Prawiranegara;Q131296670;Tengku Halimah Syehabuddin;PARENT
Q16176817;Farid Prawiranegara;Q4201482;Syafruddin Prawiranegara;PARENT
Q468519;Fatmawati;Q76127;Sukarno;SPOUSE
Q468519;Fatmawati;Q28723699;Hasan Din;PARENT
Q468519;Fatmawati;Q76179;Megawati Soekarnoputri;CHILD
Q468519;Fatmawati;Q4264069;Guruh Soekarnoputra;CHILD
Q468519;Fatmawati;Q12507600;Rachmawati Soekarnoputri;CHILD
Q468519;Fatmawati;Q12517042;Sukmawati Soekarnoputri;CHILD
Q468519;Fatmawati;Q49247960;Guntur Soekarnoputra;CHILD
Q12482826;Fauzi Baadilla;Q19752767;Senk Lotta;SPOUSE
Q109443359;Ferryal Loetan;Q25464374;Syahrial Loetan;SIBLING
Q109443359;Ferryal Loetan;Q56416831;Ahwil Luthan;SIBLING
Q109443359;Ferryal Loetan;Q124333435;Ade Loetan;SIBLING
Q109443359;Ferryal Loetan;Q17410670;Loetan St. Toenaro;PARENT
Q109443359;Ferryal Loetan;Q124333427;Noersinah Loetan;PARENT
Q56391300;Firdaus Wadjdi;Q12499368;Muhammad Lutfi;CHILD
Q109431871;Franc Bernhard Tumanggor;Q109439557;Master Parulian Tumanggor;PARENT
Q12483158;G.J. Latumahina;Q116768891;Amelia Petronella Lopulisa;SPOUSE
Q12483312;Galih Ginanjar;Q12482717;Fairuz A Rafiq;SPOUSE
Q12483474;Ganjar Pranowo;Q112743580;Siti Atikoh Suprianti;SPOUSE
Q12483474;Ganjar Pranowo;Q112743606;Muhammad Zinedine Alam Ganjar;CHILD
Q28723789;Gempar Soekarnoputra;Q76127;Sukarno;PARENT
Q18342893;Gibran Rakabuming Raka;Q98969839;Selvi Ananda;SPOUSE
Q18342893;Gibran Rakabuming Raka;Q18342895;Kahiyang Ayu;SIBLING
Q18342893;Gibran Rakabuming Raka;Q18342896;Kaesang Pangarep;SIBLING
Q18342893;Gibran Rakabuming Raka;Q100594831;Jan Ethes Srinarendra;CHILD
Q18342893;Gibran Rakabuming Raka;Q111280724;La Lembah Manah;CHILD
Q18342893;Gibran Rakabuming Raka;Q3318231;Joko Widodo;PARENT
Q18342893;Gibran Rakabuming Raka;Q17410605;Iriana;PARENT
Q5562954;Ginandjar Kartasasmita;Q120202088;Ratjih Natawidjaja;PARENT
Q5562954;Ginandjar Kartasasmita;Q12470931;Agus Gumiwang Kartasasmita;CHILD
Q4264069;Guruh Soekarnoputra;Q76127;Sukarno;PARENT
Q4264069;Guruh Soekarnoputra;Q468519;Fatmawati;PARENT
Q4264069;Guruh Soekarnoputra;Q76179;Megawati Soekarnoputri;SIBLING
Q4264069;Guruh Soekarnoputra;Q12507600;Rachmawati Soekarnoputri;SIBLING
Q4264069;Guruh Soekarnoputra;Q12517042;Sukmawati Soekarnoputri;SIBLING
Q4264069;Guruh Soekarnoputra;Q15646490;Kartika Sari Dewi Soekarno;SIBLING
Q4264069;Guruh Soekarnoputra;Q49247960;Guntur Soekarnoputra;SIBLING
Q96989458;Guspardi Gaus;Q124288993;Marijah;PARENT
Q96989458;Guspardi Gaus;Q12484978;Gusman Gaus;SIBLING
Q96989458;Guspardi Gaus;Q123019591;Redian Fikri Guspardi;CHILD
Q96989458;Guspardi Gaus;Q124299594;Nedia Fitri Guspardi;CHILD
Q96989458;Guspardi Gaus;Q124288992;Muhammad Gaus;PARENT
Q7344813;Gusti Kanjeng Ratu Hemas;Q2669342;Hamengkubuwana X;SPOUSE
Q7344813;Gusti Kanjeng Ratu Hemas;Q16188497;Maduretno;CHILD
Q7344813;Gusti Kanjeng Ratu Hemas;Q16505360;Bendara;CHILD
Q7344813;Gusti Kanjeng Ratu Hemas;Q16505563;Hayu;CHILD
Q7344813;Gusti Kanjeng Ratu Hemas;Q16548523;Mangkubumi;CHILD
Q7344813;Gusti Kanjeng Ratu Hemas;Q25466987;Condrokirono;CHILD
Q12484990;Gusti Randa;Q12500704;Nia Paramitha;SPOUSE
Q16179383;Hadi Utomo;Q101424605;Mastuti Rahayu;SPOUSE
Q12485056;Haeny Relawati Rini Widyastuti;Q106036989;Ali Hasan;SPOUSE
Q12485056;Haeny Relawati Rini Widyastuti;Q16180109;Aldwin Hafid Harsandi;CHILD
Q12485056;Haeny Relawati Rini Widyastuti;Q104830804;Aditya Halindra Faridzky;CHILD
Q12485056;Haeny Relawati Rini Widyastuti;Q106037105;Aulia Hany Mustikasari;CHILD
Q12485056;Haeny Relawati Rini Widyastuti;Q106037119;Adelia Hanindya Nastiti;CHILD
Q76227;Hamengkubuwana IX;Q108862978;RA Siti Kustina;SPOUSE
Q76227;Hamengkubuwana IX;Q122329481;Pintakapurnama;SPOUSE
Q76227;Hamengkubuwana IX;Q2669342;Hamengkubuwana X;CHILD
Q76227;Hamengkubuwana IX;Q16179435;Hadiwinoto;CHILD
Q76227;Hamengkubuwana IX;Q16187396;Joyokusumo;CHILD
Q76227;Hamengkubuwana IX;Q25466949;Yudhaningrat;CHILD
Q76227;Hamengkubuwana IX;Q56389091;Prabukusuma;CHILD
Q76227;Hamengkubuwana IX;Q122329484;Adi Kusuma;CHILD
Q76227;Hamengkubuwana IX;Q122329512;Adi Surya;CHILD
Q76227;Hamengkubuwana IX;Q661401;Hamengkubuwana VIII;PARENT
Q2584101;Hamengkubuwana VII;Q2249484;Hamengkubuwana VI;PARENT
Q2584101;Hamengkubuwana VII;Q661401;Hamengkubuwana VIII;CHILD
Q2584101;Hamengkubuwana VII;Q105353445;Gusti Raden Ajeng Mursudarijah;CHILD
Q2669342;Hamengkubuwana X;Q7344813;Gusti Kanjeng Ratu Hemas;SPOUSE
Q2669342;Hamengkubuwana X;Q76227;Hamengkubuwana IX;PARENT
Q2669342;Hamengkubuwana X;Q16188497;Maduretno;CHILD
Q2669342;Hamengkubuwana X;Q16505360;Bendara;CHILD
Q2669342;Hamengkubuwana X;Q16505563;Hayu;CHILD
Q2669342;Hamengkubuwana X;Q16548523;Mangkubumi;CHILD
Q2669342;Hamengkubuwana X;Q25466987;Condrokirono;CHILD
Q2669342;Hamengkubuwana X;Q16187396;Joyokusumo;SIBLING
Q109432805;Hamsuardi;Q123715122;Hd. Dianovri Harpama;CHILD
Q72845646;Hana Hasanah Shahab;Q5429207;Fadel Muhammad;SPOUSE
Q109721869;Hanati Nazara;Q77195503;Suahasil Nazara;CHILD
Q61119038;Handitya Narapati;Q10860115;Sjachroedin Zainal Pagaralam;PARENT
Q107564265;Hanindhito Himawan Pramana;Q12506342;Pramono Anung;PARENT
Q96989463;Hanna Gayatri;Q4201732;Hatta Rajasa;SIBLING
Q7347498;Hanum Salsabiela Rais;Q2202270;Amien Rais;PARENT
Q108901395;Hariadi;Q109443385;Nikki Lauda Haryona;CHILD
Q108901395;Hariadi;Q112875043;Erick Hariyona;CHILD
Q108901395;Hariadi;Q16176030;Emma Yohanna;SPOUSE
Q25459745;Harley Alfredo Benfica Mangindaan;Q13092889;E.E. Mangindaan;PARENT
Q123715010;Harneli;Q17410383;Mahyeldi;SPOUSE
Q123715010;Harneli;Q123871079;Muhammad Taufiqur Rahman;CHILD
Q18421456;Harsono Tjokroaminoto;Q2603591;Oemar Said Tjokroaminoto;PARENT
Q12485356;Hartanto Edhie Wibowo;Q4200758;Kristiani Herrawati;SIBLING
Q12485356;Hartanto Edhie Wibowo;Q7424827;Sarwo Edhie Wibowo;PARENT
Q12485357;Hartarto Sastrosoenarto;Q101424343;Hartini Hartarto;SPOUSE
Q12485357;Hartarto Sastrosoenarto;Q12471140;Airlangga Hartarto;CHILD
Q12485365;Harun Al-Rasyid Sutan Bandaro;Q12481718;Djamaloeddin;SIBLING
Q12485365;Harun Al-Rasyid Sutan Bandaro;Q120175229;Siti Sjarifah;SIBLING
Q12485365;Harun Al-Rasyid Sutan Bandaro;Q130345239;Ali Emran;SIBLING
Q12485365;Harun Al-Rasyid Sutan Bandaro;Q120175322;Siti Rawiah;PARENT
Q12485365;Harun Al-Rasyid Sutan Bandaro;Q120175323;Mohamad Amin Datuk Kakayo;PARENT
Q12485373;Hary Tanoesoedibjo;Q15272197;Liliana Tanaja Tanoesoedibjo;SPOUSE
Q12485373;Hary Tanoesoedibjo;Q72242032;Angela Tanoesoedibjo;CHILD
Q12485373;Hary Tanoesoedibjo;Q72242083;Valencia Tanoesoedibjo;CHILD
Q12485373;Hary Tanoesoedibjo;Q72242117;Jessica Tanoesoedibjo;CHILD
Q12485373;Hary Tanoesoedibjo;Q102407079;Warren Haryputra Tanoesoedibjo;CHILD
Q12485373;Hary Tanoesoedibjo;Q102407099;Clarissa Herliani Tanoesoedibjo;CHILD
Q12485373;Hary Tanoesoedibjo;Q102422470;Lilek Yohana;PARENT
Q12485373;Hary Tanoesoedibjo;Q102407125;Ahmad Tanoesoedibjo;PARENT
Q19743834;Haryanto Taslam;Q18421415;Putih Sari;CHILD
Q112897382;Hasan Ali Bassam Kasuba;Q65211883;Muhammad Kasuba;PARENT
Q112897382;Hasan Ali Bassam Kasuba;Q123716921;Izzuddin Alqassam Kasuba;SIBLING
Q112897382;Hasan Ali Bassam Kasuba;Q123896134;Mardhiyah M. Kasuba;SIBLING
Q12485387;Hasan Basri Durin;Q109496123;Weno Aulia;CHILD
Q12485387;Hasan Basri Durin;Q124251174;Elyana Novira;CHILD
Q12485387;Hasan Basri Durin;Q124251350;Tika Medya;CHILD
Q12485387;Hasan Basri Durin;Q124251388;Aditya Durin;CHILD
Q12485387;Hasan Basri Durin;Q124251288;Darama;PARENT
Q12485387;Hasan Basri Durin;Q124251281;Mahmud Durin Datuk Majo Indo;PARENT
Q16180355;Hasanudin Murad;Q31172916;Noormiliyani;SPOUSE
Q17410572;Hasnuryadi Sulaiman;Q16162710;Abdussamad Sulaiman HB;PARENT
Q183581;Hassan Wirajuda;Q17411648;Wahidin Halim;SIBLING
Q4201732;Hatta Rajasa;Q101424616;Siti Ruby Aliya Rajasa;CHILD
Q4201732;Hatta Rajasa;Q116207898;Rasyid Rajasa;CHILD
Q4201732;Hatta Rajasa;Q96989460;Achmad Hafisz Tohir;SIBLING
Q4201732;Hatta Rajasa;Q96989463;Hanna Gayatri;SIBLING
Q25466119;Helmi Hasan;Q104154974;Siti Zaenab;PARENT
Q25466119;Helmi Hasan;Q104154947;Hasan;PARENT
Q25466119;Helmi Hasan;Q4260406;Zulkifli Hasan;SIBLING
Q20278419;Hendra Irwan Rahim;Q126868990;Rosna Osman;PARENT
Q20278419;Hendra Irwan Rahim;Q126868989;Osman Rahim;PARENT
Q20278419;Hendra Irwan Rahim;Q16180714;Hendrisman Rahim;SIBLING
Q20278419;Hendra Irwan Rahim;Q126868988;Rosnini Savitri;SIBLING
Q109435954;Hendri Yanto Sitorus;Q25464531;Khairuddin Syah Sitorus;PARENT
Q109435954;Hendri Yanto Sitorus;Q123714732;Trinovi Khairani;SIBLING
Q109435954;Hendri Yanto Sitorus;Q123869922;Erni Ariyanti;SIBLING
Q96987679;Hendrik Lewerissa;Q109706416;Johan J. Lewerissa;SIBLING
Q7348475;Hengky Kurniawan;Q11103062;Christy Jusung;SPOUSE
Q7348475;Hengky Kurniawan;Q12515932;Sonya Fatmala;SPOUSE
Q25465772;Henry Yosodiningrat;Q11194265;Five Vi;SPOUSE
Q109696078;Hera Diana Tarto Sudiro;Q113994798;Tanto Sudiro;CHILD
Q138782432;Herawaty;Q65209326;Rachman Djalili;SPOUSE
Q16180910;Herman Deru;Q56399371;Percha Leanpuri;CHILD
Q16181224;Heryani Yuhana;Q25469489;Chasan Sochib;SPOUSE
Q108896443;Hidayat Mudaffar Sjah;Q12499308;Mudaffar Sjah;PARENT
Q15620237;Hikmat Tomet;Q7296050;Ratu Atut Chosiyah;SPOUSE
Q15620237;Hikmat Tomet;Q16167068;Andika Hazrumy;CHILD
Q15620237;Hikmat Tomet;Q85988757;Andiara Aprilia Hikmat;CHILD
Q96989068;Hillary Brigitta Lasut;Q105252404;Telly Tjanggulung;PARENT
Q96989068;Hillary Brigitta Lasut;Q56399762;Elly Engelbert Lasut;PARENT
Q89249661;Hilman Djajadiningrat;Q12485983;Hussein Jayadiningrat;SIBLING
Q89249661;Hilman Djajadiningrat;Q17422570;Achmad Djajadiningrat;SIBLING
Q19668467;Hok Hoei Kan;Q137770148;Louis Kan;CHILD
Q19668467;Hok Hoei Kan;Q137770154;Dary Kan;CHILD
Q19668467;Hok Hoei Kan;Q137771301;Han Tek Nio;SIBLING
Q111371455;Hurustiati Subandrio;Q1306699;Soebandrio;SPOUSE
Q96988058;I Gusti Agung Rai Wirajaya;Q123591593;Anak Agung Istri Paramita Dewi;CHILD
Q122809379;I Gusti Ayu Agung Inda Trimafo Yudha;Q122809458;I Gusti Ayu Wardhani Pindha;PARENT
Q72117992;I Gusti Ayu Bintang Darmawati;Q102984055;I Gusti Ngurah Jaya Negara;SIBLING
Q72117992;I Gusti Ayu Bintang Darmawati;Q16166804;Anak Agung Gede Ngurah Puspayoga;SPOUSE
Q25469725;I Nyoman Giri Prasta;Q129811360;Bima Nata;CHILD
Q5984338;Ibnu Sutowo;Q97680557;Adiguna Sutowo;CHILD
Q123715014;Ibrahim Irwan Prayitno;Q85993219;Nevi Zuairina;PARENT
Q123715014;Ibrahim Irwan Prayitno;Q4213590;Irwan Prayitno;PARENT
Q31174408;Ida Royani;Q5958833;Keenan Nasution;SPOUSE
Q123290562;Idah Syahidah Rusli Habibie;Q106037408;Mohamad Alham Prasogo Habibie;CHILD
Q123290562;Idah Syahidah Rusli Habibie;Q10860321;Rusli Habibie;SPOUSE
Q6854752;Idham Chalid;Q17411203;Saiful Hadi;CHILD
Q16182199;Idham Samawi;Q17411428;Sri Surya Widati;SPOUSE
Q16182199;Idham Samawi;Q16181426;HM. Samawi;PARENT
Q96987535;Iis Edhy Prabowo;Q72086432;Edhy Prabowo;SPOUSE
Q12486278;Iis Sugianto;Q12500069;Nani Sugianto;SIBLING
Q12486278;Iis Sugianto;Q94579968;Yayuk Sugianto;SIBLING
Q12486278;Iis Sugianto;Q107588515;Sugianto;PARENT
Q5726481;Ikang Fawzi;Q12497093;Marissa Haque;SPOUSE
Q5726481;Ikang Fawzi;Q18421277;Isabella Fawzi;CHILD
Q5726481;Ikang Fawzi;Q28724001;Chiki Fawzi;CHILD
Q123871488;Imral Adenansi;Q123726157;Cerint Iralloza Tasya;CHILD
Q85991691;Imran;Q108775557;Siska Karina Imran;CHILD
Q16182937;Indah Kurnia;Q12523653;Verlita Evelyn;CHILD
Q97590819;Indira Chunda Thita Syahrul;Q97670113;Ayu Sri Harahap;PARENT
Q97590819;Indira Chunda Thita Syahrul;Q10860301;Syahrul Yasin Limpo;PARENT
Q105348151;Indra Sahnun Lubis;Q56670739;Siti Jamaliah Lubis;SIBLING
Q106988389;Indriani Hadi;Q9072611;Sahrul Gunawan;SPOUSE
Q16187552;Inggrid Kansil;Q12518358;Sjarifuddin Hasan;SPOUSE
Q17410604;Irdinansyah Tarmizi;Q123943848;Darmiyati Anwar;SPOUSE
Q17410604;Irdinansyah Tarmizi;Q123943800;Intan Febrina Syahdati;CHILD
Q17410604;Irdinansyah Tarmizi;Q123943830;Suci Yaumi Syahdati;CHILD
Q17410605;Iriana;Q3318231;Joko Widodo;SPOUSE
Q17410605;Iriana;Q18342893;Gibran Rakabuming Raka;CHILD
Q17410605;Iriana;Q18342895;Kahiyang Ayu;CHILD
Q17410605;Iriana;Q18342896;Kaesang Pangarep;CHILD
Q25469477;Irna Narulita;Q17410841;Achmad Dimyati Natakusumah;SPOUSE
Q25469477;Irna Narulita;Q93388029;Rizki Aulia Rahman Natakusumah;CHILD
Q4213590;Irwan Prayitno;Q85993219;Nevi Zuairina;SPOUSE
Q4213590;Irwan Prayitno;Q123951948;Djamrul Djamal;PARENT
Q4213590;Irwan Prayitno;Q123952052;Sudarni Sayuti;PARENT
Q4213590;Irwan Prayitno;Q123715014;Ibrahim Irwan Prayitno;CHILD
Q4213590;Irwan Prayitno;Q65208760;Adib Alfikri;SIBLING
Q4213590;Irwan Prayitno;Q85992210;Khairul Ikhwan;SIBLING
Q5263775;Irwansyah;Q5252631;Zaskia Sungkar;SPOUSE
Q75087033;Ismail Alatas;Q75085192;Abdullah bin Alwi Alatas;PARENT
Q12486822;Ismet Iskandar;Q16164943;Ahmed Zaki Iskandar;CHILD
Q25465872;Iti Octavia Jayabaya;Q25469499;Mulyadi Jayabaya;PARENT
Q25465872;Iti Octavia Jayabaya;Q31174016;Mochamad Hasbi Asyidiki Jayabaya;SIBLING
Q123725958;Ivanda Awalina Firdausi Sukandar;Q96988337;Saniatul Lativa;PARENT
Q123725958;Ivanda Awalina Firdausi Sukandar;Q109434195;Sukandar;PARENT
Q123716921;Izzuddin Alqassam Kasuba;Q65211883;Muhammad Kasuba;PARENT
Q123716921;Izzuddin Alqassam Kasuba;Q112897382;Hasan Ali Bassam Kasuba;SIBLING
Q123716921;Izzuddin Alqassam Kasuba;Q123896134;Mardhiyah M. Kasuba;SIBLING
Q5482594;Jamal Mirdad;Q13094789;Lydia Kandou;SPOUSE
Q5482594;Jamal Mirdad;Q12500000;Nana Mirdad;CHILD
Q5482594;Jamal Mirdad;Q12698770;Naysila Mirdad;CHILD
Q136100960;Jamidin Hamdani;Q123584642;Nurdiansyah Alasta;CHILD
Q12487277;Jane Shalimar;Q18421337;Didi Mahardika;SPOUSE
Q17411663;Jeffry Waworuntu;Q5262470;Ruth Sahanaya;SPOUSE
Q111040547;Jenny Y. Tumbuan;Q16172501;Christiany Eugenia Paruntu;CHILD
Q72242117;Jessica Tanoesoedibjo;Q123560217;Jonathan Natakusuma;SPOUSE
Q72242117;Jessica Tanoesoedibjo;Q12485373;Hary Tanoesoedibjo;PARENT
Q109706416;Johan J. Lewerissa;Q109541898;Novita Anakotta;SPOUSE
Q109706416;Johan J. Lewerissa;Q96987679;Hendrik Lewerissa;SIBLING
Q2642883;Johannes Leimena;Q106591392;Dominggus Leimena;PARENT
Q2642883;Johannes Leimena;Q106591394;Elizabeth Sulilatu;PARENT
Q2642883;Johannes Leimena;Q12478415;Catharina Leimena;CHILD
Q2642883;Johannes Leimena;Q60330208;Melani Leimena Suharli;CHILD
Q72119052;Johnny G. Plate;Q120102488;Gregorius Alex Plate;SIBLING
Q3318231;Joko Widodo;Q17410605;Iriana;SPOUSE
Q3318231;Joko Widodo;Q89912830;Widjiatno Notomihardjo;PARENT
Q3318231;Joko Widodo;Q56392103;Sudjiatmi;PARENT
Q3318231;Joko Widodo;Q18342893;Gibran Rakabuming Raka;CHILD
Q3318231;Joko Widodo;Q18342895;Kahiyang Ayu;CHILD
Q3318231;Joko Widodo;Q18342896;Kaesang Pangarep;CHILD
Q16187396;Joyokusumo;Q2669342;Hamengkubuwana X;SIBLING
Q16187396;Joyokusumo;Q76227;Hamengkubuwana IX;PARENT
Q3107476;Juwono Sudarsono;Q25471319;Sudarsono;PARENT
Q112896307;Kasmarni;Q124794141;Amril Mukminin;SPOUSE
Q25464531;Khairuddin Syah Sitorus;Q109435954;Hendri Yanto Sitorus;CHILD
Q25464531;Khairuddin Syah Sitorus;Q123714732;Trinovi Khairani;CHILD
Q25464531;Khairuddin Syah Sitorus;Q123869922;Erni Ariyanti;CHILD
Q1815982;Ki Hadjar Dewantara;Q105978254;Nyi Hadjar Dewantara;SPOUSE
Q1815982;Ki Hadjar Dewantara;Q125400376;Pangeran Soerjaningrat;PARENT
Q12491855;Klemen Tinal;Q96988728;Trifena  Tinal;SIBLING
Q12492075;Komeng;Q12499605;Mursyid Bustami;PARENT
Q4917827;Krisdayanti;Q106361221;Trenggono;PARENT
Q4917827;Krisdayanti;Q13097978;Aurel Hermansyah;CHILD
Q4917827;Krisdayanti;Q106348293;Azriel Akbar Hermansyah;CHILD
Q4917827;Krisdayanti;Q106361229;Kellen Alexander Lemos;CHILD
Q4917827;Krisdayanti;Q106361233;Ariannha Amora Lemos;CHILD
Q4917827;Krisdayanti;Q106361224;Rachma Widadiningsih;PARENT
Q4917827;Krisdayanti;Q63457334;Raul Lemos;SPOUSE
Q4917827;Krisdayanti;Q5111674;Yuni Shara;SIBLING
Q4200758;Kristiani Herrawati;Q57405;Susilo Bambang Yudhoyono;SPOUSE
Q4200758;Kristiani Herrawati;Q7424827;Sarwo Edhie Wibowo;PARENT
Q4200758;Kristiani Herrawati;Q101424647;Sunarti Sri Hadiyah;PARENT
Q4200758;Kristiani Herrawati;Q7805962;Agus Harimurti Yudhoyono;CHILD
Q4200758;Kristiani Herrawati;Q7806029;Edhie Baskoro Yudhoyono;CHILD
Q4200758;Kristiani Herrawati;Q7238276;Pramono Edhie Wibowo;SIBLING
Q4200758;Kristiani Herrawati;Q12485356;Hartanto Edhie Wibowo;SIBLING
Q138471534;Kusmalahadi Syamsuri;Q19725424;Djohan Sjamsu;PARENT
Q16188009;Kusumahdilaga;Q3569429;Raden Aria Adipati Wiranatakoesoema;CHILD
Q131842522;Kusumo Bimantoro;Q22007292;Paku Alam X;PARENT
Q109861489;La Ode Muh. Ihsan Taufik Ridwan;Q56417066;Ridwan Bae;PARENT
Q12493537;Laksamana Sukardi;Q104155654;Noorani Sukardi;CHILD
Q12493537;Laksamana Sukardi;Q104166492;Ani Adiwijaya Sukardi;PARENT
Q12493537;Laksamana Sukardi;Q101423953;Gandhi Sukardi;PARENT
Q96989567;Lasmi Indaryani;Q131351990;Amalia Desiana;SIBLING
Q96989567;Lasmi Indaryani;Q109439810;Budhi Sarwono;PARENT
Q123871379;Lastuti Darni;Q12482544;Epyardi Asda;SIBLING
Q96987307;Lathifah Shohib;Q105819857;Nadhiroh Manshur;PARENT
Q20426584;Leonardy Harmainy;Q124062074;Ilya Rosa;SPOUSE
Q20426584;Leonardy Harmainy;Q124681050;Genny Putrinda;CHILD
Q56400173;Lestari Moerdijat;Q106514243;Tonny S. Moerdijat;PARENT
Q15272197;Liliana Tanaja Tanoesoedibjo;Q72242032;Angela Tanoesoedibjo;CHILD
Q15272197;Liliana Tanaja Tanoesoedibjo;Q106822408;Lina Priscilla;SIBLING
Q15272197;Liliana Tanaja Tanoesoedibjo;Q12485373;Hary Tanoesoedibjo;SPOUSE
Q15272197;Liliana Tanaja Tanoesoedibjo;Q123699649;Judi Hartono Tanaja;PARENT
Q16188244;Lily Chodidjah Wahid;Q76167;Abdurrahman Wahid;SIBLING
Q16188244;Lily Chodidjah Wahid;Q12511575;Salahuddin Wahid;SIBLING
Q16188244;Lily Chodidjah Wahid;Q56392155;Hasyim Wahid;SIBLING
Q16188244;Lily Chodidjah Wahid;Q981398;Wahid Hasjim;PARENT
Q96988738;Lisda Hendrajoni;Q25466451;Hendrajoni;SPOUSE
Q109541675;Lucky Sondakh;Q13091583;Angelina Sondakh;CHILD
Q14917375;Luhut Binsar Panjaitan;Q72464295;Paulina Pandjaitan;CHILD
Q14917375;Luhut Binsar Panjaitan;Q106462747;Paulus Panjaitan;CHILD
Q14917375;Luhut Binsar Panjaitan;Q106462750;David Panjaitan;CHILD
Q14917375;Luhut Binsar Panjaitan;Q106462759;Kerri Na Basaria;CHILD
Q14917375;Luhut Binsar Panjaitan;Q12501029;Nurmala Kartini Sjahrir;SIBLING
Q14917375;Luhut Binsar Panjaitan;Q106462700;Devi Simatupang;SPOUSE
Q14917375;Luhut Binsar Panjaitan;Q106462718;Bonar Panjaitan;PARENT
Q14917375;Luhut Binsar Panjaitan;Q106462717;Siti Frida Naiborhu;PARENT
Q16188358;Lukman Hakim Saifudin;Q100699623;Farida Salahuddin Wahid;SIBLING
Q16188358;Lukman Hakim Saifudin;Q14404735;Saifuddin Zuhri;PARENT
Q13094782;Lula Kamal;Q283648;Ismail Khan;SPOUSE
Q16188447;M. Shadiq Pasadigoe;Q19724332;Betti Shadiq Pasadigoe;SPOUSE
Q12497177;Ma'ruf Amin;Q85995222;Wury Estu Handayani;SPOUSE
Q12497177;Ma'ruf Amin;Q106044555;Siti Churiyah;SPOUSE
Q12497177;Ma'ruf Amin;Q85994404;Siti Nur Azizah Ma'ruf;CHILD
Q28724425;Machfud Arifin;Q123713415;Lita Machfud Arifin;SPOUSE
Q124884506;Mad Romli;Q130345259;Nina Lisnawati;SPOUSE
Q126487596;Maesyal Rasyid;Q130345129;Rismawati;SPOUSE
Q98381379;Mahmud Lamako Latjuba;Q104183443;Azzizurrahman Latjuba;CHILD
Q124295482;Maidestal Hari Mahesa;Q12473332;Baharuddin R.;PARENT
Q124295482;Maidestal Hari Mahesa;Q123871108;Fetris Oktri Hardi;SIBLING
Q124295482;Maidestal Hari Mahesa;Q124295447;Maiko Candra;SIBLING
Q124295482;Maidestal Hari Mahesa;Q124295449;Meutya Vera Marleni;SIBLING
Q124295482;Maidestal Hari Mahesa;Q124295471;Ivo Nila Kurcanti;SIBLING
Q124295482;Maidestal Hari Mahesa;Q124295476;Dessy Harmila Sari;SIBLING
Q124295482;Maidestal Hari Mahesa;Q124295487;Decky Harmiko Saputra;SIBLING
Q124295482;Maidestal Hari Mahesa;Q124295490;Puji Suci Kurniasih;SIBLING
Q124295482;Maidestal Hari Mahesa;Q124295502;Lathifa Paradisa;SIBLING
Q124295482;Maidestal Hari Mahesa;Q124286577;Harlina Syahputri;PARENT
Q328752;Manuel Carrascalão;Q26791923;Manuel Viegas Carrascalão;PARENT
Q5995672;Marcell Siahaan;Q1061473;Dewi Lestari;SPOUSE
Q5995672;Marcell Siahaan;Q16058074;Rima Melati Adams;SPOUSE
Q17410685;Marfendi;Q123870980;Nurna Eva Karmila;SPOUSE
Q6761642;Maria Ulfah Santoso;Q104766442;Santoso Wirodihardjo;SPOUSE
Q12497093;Marissa Haque;Q12514080;Shahnaz Haque;SIBLING
Q12497093;Marissa Haque;Q16179857;Soraya Haque;SIBLING
Q12497093;Marissa Haque;Q5726481;Ikang Fawzi;SPOUSE
Q12497093;Marissa Haque;Q18421277;Isabella Fawzi;CHILD
Q12497093;Marissa Haque;Q28724001;Chiki Fawzi;CHILD
Q123711358;Marlyn Maisarah;Q96987568;Sugiono;SPOUSE
Q6781884;Marzuki Darusman;Q130355987;Alida Mahdi;PARENT
Q6781884;Marzuki Darusman;Q5747407;Candra Darusman;SIBLING
Q6781884;Marzuki Darusman;Q109721202;Taufik Darusman;SIBLING
Q6781884;Marzuki Darusman;Q130355988;Suryono Darusman;PARENT
Q12497248;Masjchun Sofwan;Q109541000;Juniwati Tedjasukmana;SPOUSE
Q123879045;Maula Akbar Mulyadi Putra;Q16174166;Dedi Mulyadi;PARENT
Q76179;Megawati Soekarnoputri;Q4201140;Taufiq Kiemas;SPOUSE
Q76179;Megawati Soekarnoputri;Q19748675;Surindro Supjarso;SPOUSE
Q76179;Megawati Soekarnoputri;Q95153926;Hassan Gamal Ahmad Hasan;SPOUSE
