kode_politikus;politikus;kode_pendidikan;pendidikan
Q49253541;Muhammad Syahrial;Q19744816;Universitas Muhammadiyah Sumatera Utara
Q12499392;Muhammad Yunus Yosfiah;Q10862512;Akademi Militer
Q109441135;Muhammad Yusran Lalogau;Q478044;Universitas Hasanuddin
Q12499394;Muhammad Yusuf Asy'ari;Q1145992;Universitas Gadjah Mada
Q10860352;Muhammad Zainul Majdi;Q173959;Universitas Al-Azhar
Q17411773;Muhammad Zuhal;Q1579397;Institut Teknologi Bandung
Q106772657;Muharlion;Q7603634;Universitas Negeri Padang
Q61118852;Muhidi;Q7603634;Universitas Negeri Padang
Q12499407;Muhidin M. Said;Q12523473;Universitas Tadulako
Q12499407;Muhidin M. Said;Q19740102;SMP Negeri 2 Palu
Q123279817;Mujib Rohmat;Q12523355;Universitas Jayabaya
Q109563710;Mujiburrahman;Q12486118;Universitas Islam Negeri Mataram
Q16773566;Mukhamad Misbakhun;Q4250926;Universitas Trisakti
Q12499431;Mukti Ali;Q350752;Universitas Islam Indonesia
Q31174184;Mulfachri Harahap;Q12523366;Universitas Krisnadwipayana
Q123883213;Multazamudz Dzikri;Q12486124;Universitas Islam Negeri UIN Sunan Ampel Surabaya
Q12499475;Mulyadi;Q4250926;Universitas Trisakti
Q12499475;Mulyadi;Q19735065;SMA Negeri 11 Bandung
Q31172880;Mulyadi Muslim;Q10862378;Lembaga Ilmu Pengetahuan Islam dan Arab
Q48437655;Mulyanto;Q534515;Universitas Indonesia
Q48437655;Mulyanto;Q587326;Tokyo Institute of Technology
Q56223053;Munafri Arifuddin;Q478044;Universitas Hasanuddin
Q1953315;Munir Said Thalib;Q1336952;Universitas Brawijaya
Q136037999;Murad Aidit;Q839669;Universitas Persahabatan Rakyat Rusia
Q49253389;Mursini;Q7322177;Universitas Riau
Q56394441;Musa Rajekshah;Q12523350;Universitas Islam Sumatera Utara
Q97590553;Musa Zainuddin;Q6482697;Universitas Lampung
Q97590553;Musa Zainuddin;Q97572684;SMAN I Tanjung Karang
Q17410809;Musadar Mappasomba;Q1145992;Universitas Gadjah Mada
Q65600672;Muslihan DS;Q10862512;Akademi Militer
Q17410811;Muslim;Q12510476;SMA Negeri 29 Jakarta
Q17410811;Muslim;Q12523366;Universitas Krisnadwipayana
Q97590805;Muslim Ayub;Q12523449;Universitas Samudra
Q12499710;Muslim Kasim;Q3181122;Universitas Padjadjaran
Q1398584;Musso;Q3217284;Hogereburgerschool
Q468390;Mustafa Abubakar;Q2306715;Institut Pertanian Bogor
Q58344774;Mustofa Assegaf;Q534515;Universitas Indonesia
Q58344774;Mustofa Assegaf;Q1336952;Universitas Brawijaya
Q58344774;Mustofa Assegaf;Q19745825;Universitas Gajayana
Q56394506;Mustofa Widjaja;Q1579397;Institut Teknologi Bandung
Q109436605;Musyaffa Noer;Q25460602;Universitas Yos Sudarso Surabaya
Q97307179;Muzakkar A. Gani;Q3958218;Universitas Syiah Kuala
Q97590844;Mz. Amirul Tamim;Q478044;Universitas Hasanuddin
Q97590844;Mz. Amirul Tamim;Q12510315;SMA Negeri 1 Kendari
Q97590844;Mz. Amirul Tamim;Q12511108;SMP Negeri 2 Kendari
Q97590844;Mz. Amirul Tamim;Q97570581;Institut Ilmu Pemerintahan Jakarta
Q97590844;Mz. Amirul Tamim;Q97570586;APDN Makassar
Q1957089;Mário Viegas Carrascalão;Q1362729;Technical University of Lisbon
Q17410820;Nabiel Al Musawa;Q2306715;Institut Pertanian Bogor
Q12499806;Nachrowi Ramli;Q10862512;Akademi Militer
Q25468371;Nadjmi Adhani;Q19751985;Institut Pemerintahan Dalam Negeri
Q12499835;Nafsiah Mboi;Q534515;Universitas Indonesia
Q12499835;Nafsiah Mboi;Q1881864;Institute of Tropical Medicine Antwerp
Q61118543;Najmul Akhyar;Q7895720;Universitas Mataram
Q12500001;Nana Nuriana;Q10862512;Akademi Militer
Q12500067;Nani Soedarsono;Q1145992;Universitas Gadjah Mada
Q96987301;Nasim Khan;Q12486660;Institut Teknologi Nasional
Q12500163;Nasril Bahar;Q19744816;Universitas Muhammadiyah Sumatera Utara
Q122029303;Nasrul Syahrun;Q280361;Universitas Andalas
Q96988042;Nasyirul Falah Amru;Q1145992;Universitas Gadjah Mada
Q96988042;Nasyirul Falah Amru;Q7894418;Universitas Nasional
Q25465721;Natalis Tabuni;Q1145992;Universitas Gadjah Mada
Q12500214;Nazaruddin Sjamsuddin;Q534515;Universitas Indonesia
Q12500214;Nazaruddin Sjamsuddin;Q598841;Universitas Monash
Q17410844;Nazarudin Kiemas;Q1579397;Institut Teknologi Bandung
Q17410844;Nazarudin Kiemas;Q57947176;SMA Xaverius 1 Palembang
Q12500221;Nazri Adlani;Q173959;Universitas Al-Azhar
Q12500221;Nazri Adlani;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q12500221;Nazri Adlani;Q12523350;Universitas Islam Sumatera Utara
Q25470631;Neil Iskandar Daulay;Q1579397;Institut Teknologi Bandung
Q12500335;Nelson Pomalingo;Q7408055;Universitas Sam Ratulangi
Q25466264;Neneng Hassanah Yasin;Q8045825;Universitas YARSI
Q123219171;Neng Eem Marhamah Zulfa Hiz;Q28950092;Universitas Tama Jagakarsa
Q25469122;Neni Moerniaeni;Q478044;Universitas Hasanuddin
Q12500353;Neno Warisman;Q534515;Universitas Indonesia
Q17410581;Netty Prasetiyani;Q534515;Universitas Indonesia
Q17410581;Netty Prasetiyani;Q3181122;Universitas Padjadjaran
Q85993219;Nevi Zuairina;Q534515;Universitas Indonesia
Q109432831;Ngesti Nugraha;Q12523466;Universitas Slamet Riyadi
Q97307652;Ngesti Yuni Suprapti;Q13098260;Universitas Ahmad Dahlan
Q108890499;Ni Gusti Ayu Eka Sukmadewi;Q7894412;Universitas Kristen Indonesia
Q108890499;Ni Gusti Ayu Eka Sukmadewi;Q12510681;SMA Negeri 7 Jakarta
Q31172995;Ni Luh Djelantik;Q12523328;Universitas Gunadarma
Q12500725;Nico Siahaan;Q3181122;Universitas Padjadjaran
Q12500725;Nico Siahaan;Q19735212;SMA Negeri 34 Jakarta
Q12500725;Nico Siahaan;Q64893423;SMP Diponegoro Tanjung Bintang
Q56413418;Nihayatul Wafiroh;Q217439;Universitas Hawaii
Q56413418;Nihayatul Wafiroh;Q1145992;Universitas Gadjah Mada
Q56413418;Nihayatul Wafiroh;Q12523348;Universitas Islam Negeri Sunan Kalijaga Yogyakarta
Q109434354;Nikodemus Nithanel Rihi Heke;Q7896000;Universitas Nusa Cendana
Q28724472;Nikson Nababan;Q4200341;Universitas Sumatera Utara
Q106878555;Nina Agustina;Q7896072;Universitas Pembangunan Nasional Veteran Jatim
Q12500811;Nizar Dahlan;Q3181122;Universitas Padjadjaran
Q20278483;Noeroel Koesmen;Q10862512;Akademi Militer
Q108891140;Nofel Saleh Hilabi;Q28950077;Universitas Azzahra
Q19746722;Nofi Candra;Q12523307;Universitas Borobudur
Q12500897;Nono Sampono;Q12471192;Akademi Angkatan Laut
Q97590719;Noor Achmad;Q11223593;Universitas Islam Negeri Walisongo
Q97590719;Noor Achmad;Q12523348;Universitas Islam Negeri Sunan Kalijaga Yogyakarta
Q135936443;Noudhy Valdryno;Q319078;Universitas Melbourne
Q17410868;Noura Dian Hartarony;Q19749142;Universitas Pancasila
Q3658059;Nova Riyanti Yusuf;Q534515;Universitas Indonesia
Q3658059;Nova Riyanti Yusuf;Q4250926;Universitas Trisakti
Q56392471;Noviantika Nasution;Q534515;Universitas Indonesia
Q31173622;Novita Wijayanti;Q4200627;Universitas Diponegoro
Q31173622;Novita Wijayanti;Q6177417;Universitas Jenderal Soedirman
Q31173622;Novita Wijayanti;Q25457836;SMA Yos Sudarso Cilacap
Q31173622;Novita Wijayanti;Q67180070;Sekolah Tinggi Ilmu Ekonomi Mitra Indonesia
Q120203671;Novli Wanda Ade Putra;Q350752;Universitas Islam Indonesia
Q12500968;Nudirman Munir;Q534515;Universitas Indonesia
Q7069974;Nur Alam;Q5643706;Universitas Haluoleo
Q7069993;Nur Mahmudi Ismail;Q2306715;Institut Pertanian Bogor
Q123219161;Nur Nadlifah;Q12523348;Universitas Islam Negeri Sunan Kalijaga Yogyakarta
Q123219161;Nur Nadlifah;Q12523428;"Universitas Pembangunan Nasional ""Veteran"" Jakarta"
Q17410878;Nurbani Yusuf;Q534515;Universitas Indonesia
Q19752310;Nurdin Abdullah;Q478044;Universitas Hasanuddin
Q19752310;Nurdin Abdullah;Q1188786;Universitas Kyushu
Q7070076;Nurdin Halid;Q7603607;Universitas Negeri Makassar
Q25466744;Nurdin Muhayat;Q3181122;Universitas Padjadjaran
Q12501020;Nurdin Tampubolon;Q4200341;Universitas Sumatera Utara
Q12501020;Nurdin Tampubolon;Q19734881;SMA Negeri 1 Pematang Siantar
Q17410880;Nurfirmanwansyah;Q7603634;Universitas Negeri Padang
Q28723779;Nurhajizah Marpaung;Q3181122;Universitas Padjadjaran
Q28723779;Nurhajizah Marpaung;Q4200341;Universitas Sumatera Utara
Q19752311;Nurhayanti;Q12523421;Universitas Pakuan
Q96989175;Nurhayati;Q12510595;SMA Negeri 47 Jakarta
Q96989175;Nurhayati;Q64575258;SMP Negeri 12 Jakarta
Q3346474;Nurhayati Ali Assegaf;Q534515;Universitas Indonesia
Q3346474;Nurhayati Ali Assegaf;Q1145992;Universitas Gadjah Mada
Q12501026;Nuri Shaden;Q12707341;SMA Negeri 70 Jakarta
Q12501029;Nurmala Kartini Sjahrir;Q49110;Universitas Boston
Q12501029;Nurmala Kartini Sjahrir;Q534515;Universitas Indonesia
Q12501030;Nurmawati Dewi Bantilan;Q12523473;Universitas Tadulako
Q96987544;Nuroji;Q2306715;Institut Pertanian Bogor
Q96987544;Nuroji;Q12511174;SMP Negeri 41 Jakarta
Q17410883;Nursuhud;Q12510364;SMA Negeri 1 Pacitan
Q17410883;Nursuhud;Q12511035;SMP Negeri 1 Pacitan
Q17410883;Nursuhud;Q12523309;Universitas Bung Karno
Q17410883;Nursuhud;Q13098258;Universitas Jember
Q12501035;Nurul Arifin;Q534515;Universitas Indonesia
Q123710327;Nurwayah;Q7603607;Universitas Negeri Makassar
Q17410884;Nusron Wahid;Q534515;Universitas Indonesia
Q17410885;Nusyirwan Soejono;Q4200627;Universitas Diponegoro
Q17410885;Nusyirwan Soejono;Q12523366;Universitas Krisnadwipayana
Q25466479;Nyat Kadir;Q7322177;Universitas Riau
Q97590596;Nyoman Dhamantra;Q1573634;Universitas Udayana
Q12501158;Oegroseno;Q17997867;Akademi Kepolisian
Q12501174;Oemarsono;Q1145992;Universitas Gadjah Mada
Q12501257;Okky Asokawati;Q534515;Universitas Indonesia
Q109432938;Oloan Paniaran Nababan;Q12523307;Universitas Borobudur
Q4251050;Once Mekel;Q534515;Universitas Indonesia
Q7093799;Ong Eng Die;Q214341;Universitas Amsterdam
Q109441988;Oni Suwarman;Q3181122;Universitas Padjadjaran
Q96987984;Ono Surono;Q4250926;Universitas Trisakti
Q109438531;Ony Anwar Harsono;Q350752;Universitas Islam Indonesia
Q2140777;Paku Alam VIII;Q19748156;SMA Negeri 3 Yogyakarta
Q2140777;Paku Alam VIII;Q19752649;Rechtshoogeschool te Batavia
Q22007292;Paku Alam X;Q12523429;"Universitas Pembangunan Nasional ""Veteran"" Yogyakarta"
Q22007292;Paku Alam X;Q17056026;SMA Negeri 1 Yogyakarta
Q12502407;Panangian Siregar;Q4200341;Universitas Sumatera Utara
Q109430801;Panca Wijaya Akbar;Q350752;Universitas Islam Indonesia
Q109434335;Pandu Kesuma Dewangsa;Q3181122;Universitas Padjadjaran
Q97217964;Pandu Patria Sjahrir;Q131252;Universitas Chicago
Q97217964;Pandu Patria Sjahrir;Q1413558;Stanford Graduate School of Business
Q25469769;Paolus Hadi;Q7894421;Universitas Terbuka
Q96988014;Paramita Widya Kusuma;Q12510274;SMA Negeri 1 Brebes
Q96988014;Paramita Widya Kusuma;Q12523351;Universitas Islam Sultan Agung
Q96988014;Paramita Widya Kusuma;Q12523422;Universitas Pancasakti Tegal
Q96988004;Paryono;Q13098269;Universitas Surakarta
Q11080357;Paskah Suzetta;Q3181122;Universitas Padjadjaran
Q17410914;Paskalis Kossay;Q478044;Universitas Hasanuddin
Q12503767;Patrice Rio Capella;Q1336952;Universitas Brawijaya
Q120202109;Paulus Ubruangge;Q3130435;Universitas Cenderawasih
Q12503831;Paundrakarna;Q1579397;Institut Teknologi Bandung
Q19747155;Peni Suparto;Q4250919;Universitas Negeri Malang
Q56399371;Percha Leanpuri;Q12511036;SMP Negeri 1 Palembang
Q51417348;Perry Warjiyo;Q182973;Universitas Iowa
Q51417348;Perry Warjiyo;Q1145992;Universitas Gadjah Mada
Q28155006;Phoa Liong Gie;Q156598;Universitas Leiden
Q7192717;Piet Tallo;Q1145992;Universitas Gadjah Mada
Q108889762;Pinto Jayanegara;Q866012;Universitas Queensland
Q12505698;Pius Lustrilanang;Q534515;Universitas Indonesia
Q12505698;Pius Lustrilanang;Q14091635;Universitas Katolik Parahyangan
Q12505908;Poempida Hidayatulloh;Q189022;Imperial College London
Q18421380;Popong Otje Djundjunan;Q3181122;Universitas Padjadjaran
Q18421380;Popong Otje Djundjunan;Q3213529;Universitas Pendidikan Indonesia
Q18421380;Popong Otje Djundjunan;Q52907010;Tomo
Q2107268;Prabowo Subianto;Q7713555;The American School in London
Q2107268;Prabowo Subianto;Q7926798;Victoria Institution
Q2107268;Prabowo Subianto;Q10862512;Akademi Militer
Q12506310;Prabu Revolusi;Q1579397;Institut Teknologi Bandung
Q12506342;Pramono Anung;Q1145992;Universitas Gadjah Mada
Q12506342;Pramono Anung;Q1579397;Institut Teknologi Bandung
Q12506342;Pramono Anung;Q3181122;Universitas Padjadjaran
Q7238276;Pramono Edhie Wibowo;Q12471190;Akademi Tentara Nasional Indonesia
Q49256793;Prananda Surya Paloh;Q598841;Universitas Monash
Q49256793;Prananda Surya Paloh;Q1784861;United World College of South East Asia
Q49256793;Prananda Surya Paloh;Q5974512;ISS International School
Q105969652;Prasetyo Hadi;Q7686944;SMA Taruna Nusantara
Q12506406;Pratikno;Q15575;Universitas Flinders
Q12506406;Pratikno;Q223429;Universitas Birmingham
Q12506406;Pratikno;Q1145992;Universitas Gadjah Mada
Q17410947;Prawoto Mangkusasmito;Q19752649;Rechtshoogeschool te Batavia
Q4378323;Prijono;Q156598;Universitas Leiden
Q12506459;Primus Yustisio;Q4250926;Universitas Trisakti
Q12506459;Primus Yustisio;Q19746637;SMP Negeri 5 Bogor
Q4250945;Prof. Dr. Yahya A. Muhaimin, M.P.A.;Q1145992;Universitas Gadjah Mada
Q15646541;Puan Maharani;Q534515;Universitas Indonesia
Q61118414;Punjul Santoso;Q12523344;Universitas Islam Malang
Q96988370;Puteri Anetta Komarudin;Q319078;Universitas Melbourne
Q96988370;Puteri Anetta Komarudin;Q64575370;SMP Negeri 76 Jakarta
Q12507435;Puti Guntur Soekarno;Q534515;Universitas Indonesia
Q18421415;Putih Sari;Q4250926;Universitas Trisakti
Q18421415;Putih Sari;Q12509597;SD Negeri Lubang Buaya 13 Pagi
Q18421415;Putih Sari;Q12510593;SMA Negeri 42 Jakarta
Q18421415;Putih Sari;Q19746662;SMP Negeri 81 Jakarta
Q124160461;Putri Zulkifli Hasan;Q127990;Universitas Nasional Australia
Q124160461;Putri Zulkifli Hasan;Q1579397;Institut Teknologi Bandung
Q17410972;Putu Agus Suradnyana;Q1573634;Universitas Udayana
Q109430875;Qonita Lutfiyah;Q12523400;Universitas Muhammadiyah Prof Dr Hamka
Q12507527;R. Hartono;Q10862512;Akademi Militer
Q12507532;R. Pramono;Q10862512;Akademi Militer
Q14917433;Rachel Maryam;Q12510242;SMA Negeri 19 Bandung
Q14917433;Rachel Maryam;Q12513106;Sekolah Tinggi Pariwisata Bandung
Q12507596;Rachmat Gobel;Q651233;Universitas Osaka
Q12507596;Rachmat Gobel;Q1091287;Chuo University
Q96988063;Rachmat Hidayat;Q12523335;Universitas Islam Al-Azhar Mataram
Q138414851;Rachmat Riyanto;Q7481592;Universitas Bengkulu
Q138414851;Rachmat Riyanto;Q109913497;Sekolah Tinggi Ilmu Administrasi Bengkulu
Q138414851;Rachmat Riyanto;Q109919700;Sekolah Tinggi Ilmu Teknik Trisula
Q12507600;Rachmawati Soekarnoputri;Q534515;Universitas Indonesia
Q12507600;Rachmawati Soekarnoputri;Q12523309;Universitas Bung Karno
Q17410982;Rafdinal;Q280361;Universitas Andalas
Q19731920;Rahayu Saraswati;Q213439;Universitas Virginia
Q19731920;Rahayu Saraswati;Q1784861;United World College of South East Asia
Q19731920;Rahayu Saraswati;Q4036405;Collège du Léman
Q19731920;Rahayu Saraswati;Q98635243;SD Tarakanita 2
Q19731920;Rahayu Saraswati;Q98713576;International School of Screen Acting
Q12507702;Rahma Sarita;Q1494353;Universitas Airlangga
Q96988010;Rahmad Handoyo;Q4200627;Universitas Diponegoro
Q31172828;Rahmad Pribadi;Q1145992;Universitas Gadjah Mada
Q65213904;Rahmat Nasution Hamka;Q1145992;Universitas Gadjah Mada
Q65213904;Rahmat Nasution Hamka;Q12712165;Universitas Negeri Jakarta
Q31172982;Rahmat Saleh;Q280361;Universitas Andalas
Q109435794;Raidin Pinim;Q19751985;Institut Pemerintahan Dalam Negeri
Q16183751;Raihan Iskandar;Q10862378;Lembaga Ilmu Pengetahuan Islam dan Arab
Q4200630;Raja Inal Siregar;Q10862512;Akademi Militer
Q25464379;Raja Juli Antoni;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q12507786;Rama Pratama;Q534515;Universitas Indonesia
Q96987582;Ramson Siagian;Q12523355;Universitas Jayabaya
Q96987582;Ramson Siagian;Q19734881;SMA Negeri 1 Pematang Siantar
Q96987582;Ramson Siagian;Q108966439;Institute of Business Management Jayakarta
Q96987324;Rano Al Fath;Q7686915;Universitas Tarumanagara
Q7295346;Rasuna Said;Q12481560;Diniyyah Puteri Padang Panjang
Q109436663;Rasyid Assaf Dongoran;Q4200341;Universitas Sumatera Utara
Q74796806;Ratna Juwita Sari;Q1494353;Universitas Airlangga
Q132320027;Ratnawati Arif;Q478044;Universitas Hasanuddin
Q107340498;Ratu Ati Marliati;Q3213529;Universitas Pendidikan Indonesia
Q7296050;Ratu Atut Chosiyah;Q12523307;Universitas Borobudur
Q96988805;Ratu Ngadu Bonu Wulla;Q7895720;Universitas Mataram
Q17410464;Ratu Tatu Chasanah;Q14091635;Universitas Katolik Parahyangan
Q4263173;Ray Sahetapy;Q3806225;Institut Kesenian Jakarta
Q109441110;Raymundus Bena;Q13098258;Universitas Jember
Q109432932;Raymundus Sau Fernandes;Q7896000;Universitas Nusa Cendana
Q25464620;Razman Arif Nasution;Q1973130;Universitas Sains Malaysia
Q12508303;Refrizal;Q109913657;Akademi Maritim Djadajat
Q115116931;Reido Deskumar;Q280361;Universitas Andalas
Q12508447;Rendy Lamadjido;Q478044;Universitas Hasanuddin
Q12508447;Rendy Lamadjido;Q19740102;SMP Negeri 2 Palu
Q12508447;Rendy Lamadjido;Q97572683;SMAN I Ujung Pandang
Q12508447;Rendy Lamadjido;Q97577621;STIE ISM
Q16188697;Reni Marlinawati;Q12712165;Universitas Negeri Jakarta
Q16188697;Reni Marlinawati;Q13098212;Universitas Islam Negeri Sunan Gunung Djati Bandung
Q109438096;Reny Lamadjido;Q478044;Universitas Hasanuddin
Q14917436;Ressa Herlambang;Q4250926;Universitas Trisakti
Q18342668;Retno Marsudi;Q1145992;Universitas Gadjah Mada
Q18342668;Retno Marsudi;Q2693497;Universitas Ilmu Terapan Den Haag
Q105970006;Rezka Oktoberia;Q3181122;Universitas Padjadjaran
Q109435883;Ria Mayang Sari;Q6127803;Universitas Jambi
Q18421455;Ribka Tjiptaning;Q534515;Universitas Indonesia
Q18421455;Ribka Tjiptaning;Q7894412;Universitas Kristen Indonesia
Q18421455;Ribka Tjiptaning;Q12510217;SMA Negeri 14 Jakarta
Q17411031;Richard Louhenapessy;Q7896071;Universitas Pattimura
Q109440639;Richi Aprian;Q534515;Universitas Indonesia
Q109440639;Richi Aprian;Q3181122;Universitas Padjadjaran
Q109440639;Richi Aprian;Q14933548;SMA Islam Al-Azhar 1 Jakarta
Q109440639;Richi Aprian;Q123771375;SMP Negeri 1 Kota Bengkulu
Q97203081;Ricky Herbert Parulian Sitohang;Q17997867;Akademi Kepolisian
Q123714969;Rico Alviano;Q12523350;Universitas Islam Sumatera Utara
Q123714969;Rico Alviano;Q31173835;SMK Negeri 2 Sawahlunto
Q96989102;Rico Sia;Q3267815;Universitas Bina Nusantara
Q107061358;Ridho Rahmadi;Q350752;Universitas Islam Indonesia
Q107061358;Ridho Rahmadi;Q632004;Radboud Universiteit
Q107061358;Ridho Rahmadi;Q682739;Johannes Kepler University Linz
Q56417066;Ridwan Bae;Q478044;Universitas Hasanuddin
Q56417066;Ridwan Bae;Q30294512;Universitas Sulawesi Tenggara
Q109563761;Ridwan Hisjam;Q7452397;Institut Teknologi Sepuluh Nopember
Q109563761;Ridwan Hisjam;Q64881072;SD Islam Mujahidin
Q7333042;Ridwan Kamil;Q168756;Universitas California, Berkeley
Q7333042;Ridwan Kamil;Q1579397;Institut Teknologi Bandung
Q7333042;Ridwan Kamil;Q5146711;University of California, Berkeley College of Environmental Design
Q7333042;Ridwan Kamil;Q7391096;SMA Negeri 3 Bandung
Q7333042;Ridwan Kamil;Q19740064;SMP Negeri 2 Bandung
Q1662135;Rieke Diah Pitaloka;Q534515;Universitas Indonesia
Q1662135;Rieke Diah Pitaloka;Q12510293;SMA Negeri 1 Garut
Q1662135;Rieke Diah Pitaloka;Q12511106;SMP Negeri 2 Garut
Q1662135;Rieke Diah Pitaloka;Q111684068;SD Yos Sudarso Garut Kota
Q49253838;Rijal Sirait;Q12486122;Universitas Islam Negeri Sumatera Utara
Q85993888;Rijel Samaloisa;Q1145992;Universitas Gadjah Mada
Q85993888;Rijel Samaloisa;Q7894412;Universitas Kristen Indonesia
Q17411050;Rikwanto;Q17997867;Akademi Kepolisian
Q6856490;Rini Mariani Soemarno Soewandi;Q49205;Wellesley College
Q109434353;Rini Syarifah;Q1336952;Universitas Brawijaya
Q31173878;Riri Damayanti;Q534515;Universitas Indonesia
Q97590585;Risa Mariska;Q4250926;Universitas Trisakti
Q97590585;Risa Mariska;Q12702225;SMA Muhammadiyah 3 Jakarta
Q132320044;Risma Ardhi Chandra;Q7553485;Universitas Katolik Soegijapranata
Q108901504;Riswan Tony Dk;Q12523366;Universitas Krisnadwipayana
Q97243754;Rita Wahyu;Q174158;Universitas Ibrani Yerusalem
Q97243754;Rita Wahyu;Q12523284;Universitas 17 Agustus 1945 Surabaya
Q108775749;Rita Zahara;Q64895246;SMA Taman Siswa
Q108775749;Rita Zahara;Q64895262;SMP Taman Siswa Gedong Tataan
Q107546790;Ritchie Ismail;Q12510549;SMA Negeri 36 Jakarta
Q108892712;Riyanta;Q28954262;Universitas 17 Agustus 1945 Semarang
Q12508767;Riza Falepi;Q1579397;Institut Teknologi Bandung
Q7339075;Rizal Mallarangeng;Q1145992;Universitas Gadjah Mada
Q93388029;Rizki Aulia Rahman Natakusumah;Q472316;Universitas Nottingham
Q109436732;Robby Nahliyansyah;Q12523301;Universitas Batanghari
Q96988731;Robert Joppy Kardinal;Q12523282;Universitas 17 Agustus 1945 Jakarta
Q96989094;Roberth Rouw;Q17997383;SMA Negeri 50 Jakarta
Q109433820;Roby Kurniawan;Q4250926;Universitas Trisakti
Q107337227;Rodhial Huda;Q12506014;Politeknik Ilmu Pelayaran Semarang
Q12508813;Roekmini Koesoemo Astoeti;Q1145992;Universitas Gadjah Mada
Q56398760;Roem Kono;Q534515;Universitas Indonesia
Q56398760;Roem Kono;Q12523323;Universitas Esa Unggul
Q85993932;Rofik Hananto;Q6026203;Sekolah Tinggi Akuntansi Negara
Q25467863;Rohidin Mersyah;Q1145992;Universitas Gadjah Mada
Q123880282;Rohmat Marzuki;Q1145992;Universitas Gadjah Mada
Q17410470;Rokhmin Dahuri;Q2306715;Institut Pertanian Bogor
Q109440620;Romi Hariyanto;Q109434801;Universitas Muhammadiyah Jambi
Q49254437;Rooslynda Marpaung;Q4200341;Universitas Sumatera Utara
Q49254437;Rooslynda Marpaung;Q12509708;SD Immanuel
Q7372538;Roy B.B. Janis;Q534515;Universitas Indonesia
Q9019254;Roy Suryo;Q1145992;Universitas Gadjah Mada
Q9019254;Roy Suryo;Q3152325;Institut Seni Indonesia Yogyakarta
Q61118739;Rubaeti Erlita;Q14917448;Institut Agama Islam Negeri Pontianak
Q109438126;Rudi Hariyansyah;Q12486653;Institut Sains dan Teknologi Nasional
Q109438126;Rudi Hariyansyah;Q97307913;Universitas MH Thamrin
Q18421249;Rudi Hartono Bangun;Q1896627;Universitas Lambung Mangkurat
Q18421249;Rudi Hartono Bangun;Q6177417;Universitas Jenderal Soedirman
Q18421404;Rudiantara;Q534515;Universitas Indonesia
Q18421404;Rudiantara;Q3181122;Universitas Padjadjaran
Q109564111;Rudianto Tjen;Q7894412;Universitas Kristen Indonesia
Q109564111;Rudianto Tjen;Q7894414;Universitas Kristen Krida Wacana
Q12508994;Rudini;Q10862512;Akademi Militer
Q12508997;Rudolf Matzuoka Pardede;Q912329;Kindai University
Q97590845;Rufinus Hotmaulana Hutauruk;Q534515;Universitas Indonesia
Q97590845;Rufinus Hotmaulana Hutauruk;Q3181122;Universitas Padjadjaran
Q97590845;Rufinus Hotmaulana Hutauruk;Q12523366;Universitas Krisnadwipayana
Q109439231;Ruhamaben;Q752663;Universitas Teknik Delft
Q4262592;Ruhut Sitompul;Q3181122;Universitas Padjadjaran
Q25469772;Rupinus;Q7683446;Universitas Tanjungpura
Q18421320;Rusdi Kirana;Q19749142;Universitas Pancasila
Q120202788;Rusli Halil;Q7894418;Universitas Nasional
Q10860019;Rusli Zainal;Q7322177;Universitas Riau
Q3565770;Rustam Effendy Nainggolan;Q4200341;Universitas Sumatera Utara
Q109437436;Rustam Kastor;Q10862512;Akademi Militer
Q4262541;Rustriningsih;Q1145992;Universitas Gadjah Mada
Q7419791;Ruyandi Hutasoit;Q534515;Universitas Indonesia
Q12509222;Ryaas Rasyid;Q217439;Universitas Hawaii
Q7419814;Ryamizard Ryacudu;Q12471190;Akademi Tentara Nasional Indonesia
Q7387595;S. K. Trimurti;Q534515;Universitas Indonesia
Q28600070;S. Olvah Alhamid;Q534515;Universitas Indonesia
Q28600070;S. Olvah Alhamid;Q850730;Universitas Groningen
Q28600070;S. Olvah Alhamid;Q12510646;SMA Negeri 5 Surabaya
Q12511361;Sa'duddin;Q13098212;Universitas Islam Negeri Sunan Gunung Djati Bandung
Q96989164;Saadiah Uluputty;Q7896071;Universitas Pattimura
Q25457680;Saan Mustopa;Q534515;Universitas Indonesia
Q109432923;Sabar A.S.;Q20426828;Universitas Islam Negeri Sjech M. Djamil Djambek Bukittinggi
Q28723811;Sabran Achmad;Q1896627;Universitas Lambung Mangkurat
Q12511438;Sadarestuwati;Q12523483;Universitas Wijaya Kusuma Surabaya
Q25463980;Safaruddin;Q17997867;Akademi Kepolisian
Q25469740;Safrial;Q6127803;Universitas Jambi
Q108896472;Sahrin Hamid;Q7894418;Universitas Nasional
Q108896472;Sahrin Hamid;Q109913937;Universitas Jakarta
Q108896472;Sahrin Hamid;Q123453757;SMA Pesantren Immim
Q108896472;Sahrin Hamid;Q125049703;SMP Pesantren Immim Makassar
Q9072611;Sahrul Gunawan;Q12523421;Universitas Pakuan
Q61054906;Said Akhmad Fawzy Zain Bachsin;Q12523394;Universitas Muhammadiyah Palangkaraya
Q12511499;Said Rasad;Q2626206;Algemeene Middelbare School
Q135509931;Said Syahrul Rahmad;Q3958218;Universitas Syiah Kuala
